Review,Sentiment
"I used after one week camera quality, display quality, sound quality is superb",Positive
Awesome phone outgoing Camera log day battery life PowerPack Performance good display but now in 2022 we are expect 120Hz display it's disappointing but overall Very good SmartPhone definitely you should buy it,Positive
"i just got mine, looking so good so far... I'll come back later for the review",Positive
"Cool phone, best in performance, camera is fine but due to iPhones hype our expectations are comparing with dslr. Coming from android ecosystem one can find many challenges and some benifits. I was fade up with android, and their app crashes, bloat-wares, cute security, cheap quality, manipulative deliberate ageing update experienceeven flagships from best android are slower than iphone in heavy usage, and except samsung no one provides critical water resistant feature now days in best came...READ MORE",Positive
No need of a review excellent,Positive
People using iphone12 it's not worth it to updated to 13. It's basically the same phone. Go on for Pro models.,Negative
Got the device on BBD sale at the lowest revealed price and got delivered next day. The product is genuine and working perfectly fine.The service provided by Flipkart is excellent and fastest delivery.,Positive
Nice phone. But really disappointed by Flipkart as placing order during the BBD sale was a worst experience. Tried continuously for 2hrs then I was able to get my order placed.,Negative
Good performance!,Positive
"Upgraded from 6s to 13. Good performance, great look. Overall had a good experience. Camera 5/5, especially cinematic mode. Go for it",Positive
"Did not liked the camera, difference is noticeable between pro max and standard iphone 13.Performance, build quality and display is top top level.Battery backup is terrific good but basic charging and playing heavy games heats the phone on left side.So overall 4* from my side.",Positive
massiveloved it IP 13,Neutral
Loved with the product very nice device in 2024 also,Positive
Amazin user interface,Neutral
Amazing Product what can be said about Apple especially buying after 2 years it's still relevant and pocket-friendly. Will get updates and the latest OS till 2026 and that's still good enough.,Positive
"This is my 3rd iPhone but best till now!!Power house in deedSmoothness of ios is far far aheadAlmost a year in use, no issues at all.I wish it had just a longer battery life and 120 hz display..",Positive
Verynice,Neutral
Very good experience to having I phone,Positive
Very good product and very nice delivery,Positive
Almost using 1 year .. one think can say battery backup little bit disappointed. Otherwise everything i love in this phone!,Positive
Just an absolute beast. Got it for 50k in sale. Shifting from android to ios took a litkle time but the experience is amazing. The most loved part is camera and performance. Not playing games overall experience is good so far.,Positive
You wont carry Dslr if you have an Iphone with you.,Neutral
Switched from Android to iOSJust loved the camera performance and display in this phone,Positive
Awesome phone. Was tired of using bigger display android phones. Got it for 48k in BBD sale. Switched from android to ios. Used android for almost 12 yrs and was confused to switch to ios but now ios is awesome and equally user friendly. Ios is rather fluid and faster.,Positive
AWESOME PHONE,Positive
Overall good experience best design and all love to buy a iphone .,Positive
No comments required for iPhone still have heating issues with this phone. Should be resolved,Negative
nice camera quality. value for money,Positive
"Wonderful camera and display,  i get 24 hrs battery backup if we switch off the location toggle.",Positive
Switching to iOS after Android was a bit weird for me at first but it was such an amazing experience for me. The display looks so crisp and wonderful and the phone never fails to amaze me. The battery life is something that could be better but it is still good enough for hours of gaming or bingeing. I am really glad I chose iPhone 13 as my first iPhone ever :),Positive
Very fast delivery thnx for flipkart.Camera is to goodBattery performance are excellentI am happy for this produvlct,Positive
Nice but battery backup very low,Negative
Really good  fully enjoyed!!,Positive
"Awesome phone, but great deal from Flipkart!Thanks Flipkart!",Positive
Awesome camera phone! But would be great if it comes with 120hz refresh rate!,Positive
Overall nice product,Positive
Best mobile ever,Positive
Great phone. Great looks. Awesome experience,Positive
Excellent and good colours of all iPhone 13,Positive
"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. Camera quality is good. Running smoothly without any heating issues. Battery is excellent. . Battery backup good. Nothing more to Say! Must buy.",Positive
"After 2 weeks of purchase, I'm writing this review in simple words.1. The display very good.2. The camera is fabulous.3. Battery backup is good and will improve more with updates.4. Even when gaming phone does not even get warm so thermals are fantastically controlled.5. Performance is the thing I loved the most in this phone. Best in the world and 'WAY BETTER THAN ANY ANDROID GAMING PHONE' .",Positive
Tq so much,Neutral
The Premium Feel is Real,Neutral
I wanted to charge the phone but it is not getting charged.,Positive
Battery back up is great. Product delivered within 30 hours.,Positive
iPhone is iphone,Neutral
All good but 13 camera lacking somewhere if we compare with Android with this price segment,Positive
Good...,Positive
"It was an upgrade for me from my iPhone 8 to the iPhone 13. Just loving the way it performs and for those who says itz too costly, a newly bought iPhone serves seamlessly for another 2 or 3 years. And an investment that you make for 3 years is worth every penny.",Positive
"Beautiful product. if you can afford, please go for it. They could have added finger print also.",Positive
"Amazing experience of this iPhone because iPhone 13 camera quality so creative and size is very good and handy, battery backup is so good now I am so happy to use this phone and I suggest to all for purchase this phone",Positive
"Totally outstanding, Loved the phone too much.",Positive
Original product  I wil trust Flipkart...,Positive
Most value for money iphone ….. awesome,Positive
Good to upgradeIt’s iPhone nothing i can say about if you purchase then you can feel everything.Your budget not high so please go for ip12Otherwise it’s worth for upgradeBcz 128 with 15 and cinematic mode and also battery upgrade.So thank you#flipkart#apple#iphone,Positive
During this short period I loved this iphone so so much.perfect color and camera etc,Positive
"Of course the phone is Good. this is what we expect from AppleEverything in this phone is good except it doesn't have 120Hz displaySound of very good. You cannot know what a good Sound in a mobile speaker is until you use an iphone.iPhones have the best speakers on any smartphone.It has dolby audio. Many smart phones have dolby audio but give it a try on iPhone and you'll see what I meantCamera is also good. It shoots in 4k dolby vision, again... you should buy an iPhone to know wh...READ MORE",Positive
"I've been a hardcore Android user for almost 13 years since 2009 and switching Android to iphone after 13 years, ofcourse I'll miss out on a lot of features but also get a chance to add up with great splendour features, so ofcourse pro-models comes with more / a lot of features but they change every year they get discontinue every year I found that non-pro models more beneficial than pro-models atleast they don't discontinue in a year, so talk about iphone 13 it's super sexy hot color starlig...READ MORE",Positive
Flipkart made a next day delivery which is awesome… the phone itself is a work of art… loving it….,Positive
"Really the iPhone 13 is best one.I had dream to buy it.it is far better than any other phone.But one thing, the company must provide the  wireless charger with this phone.",Positive
What an Iphone. The best Apple could do till date. It has probably everything which a smart phone user needs and more. I have moved to Apple from Android and I AM LOVING IT. The smoothness even at 60hz is unmatched with Android's 120hz speed. The peace of mind with Apple security is brilliant. The only thing is about investing in chargers and cables and cases when you move from Android. But these are built to last for atleast 4 years and maximum 5 years. I guess NO android can match this dura...READ MORE,Positive
next level device,Neutral
Love to use iosIf u r android user...try it....feels awsomeAlso.....girls...interaction is increases at least 90%,Positive
Very nice phoneLoved all thing#mehengi baatchit,Positive
"It bought it 2 yrs back , at flipkart big billion days for 54kIts camera is not worth , there are better camera mobiles in android at even budget range than this , but still wil prefer this for  3 main reasons1) ios - its simple , neat and clean (u cant experience it even in samsung s series devices) and am getting timely software update even after 3yrs of its release and not even a single lag in this past 2 years2) resale value - it showed 35k just till before this 2024 big billion days ...READ MORE",Positive
Superb if you have bought this at a price below 55kNo one can beat this phone at this price .Night mode is awesome.,Positive
Flagship smartphone Battery back 5/5Camera 5/5Sound quality 5/5,Positive
so beautiful,Positive
It is necessary to keep good health by buying apples today......,Positive
Switch to i phone good experience thanks flipkart,Positive
"Superb MobileAmazing Purchase,  It's really wow experience. No any premium Android ( even higher mga pixel) camera in comparison with iPhone camera. Last 12 years I was using only Android phone. Initially I am facing issue with operating system. But now it's feel very easy and best OS. Also phone having very good feature and security system.Also thanks to Flipkart for good customer care service.",Positive
"The camera, processor are very good but you will have to consider a lot of things if you're switching to an iPhone for the first time.",Positive
A mobile phone is very good and it's camera quality is very good and nice  love it,Positive
"Good phone , pocket friendly if you find a good apple phone",Positive
"Heating and lagging is started after 5-6 days other than its good,also good battery backup and fast charging  If heat and lag not matters for you than close your eyes and order it",Negative
You will never regret to buy this. You will be satisfied and your soul too.,Positive
Just osm,Neutral
Camera is perfect click,Positive
Amzing,Neutral
good and more compact affordable,Positive
Good product but battery needs improvement,Positive
Good for daily uses and pictureNever hang while playing bgmi on hdrBattery backup is good in normal uses,Positive
"Super, excellent Product5 Star",Positive
Happyyy with the purchase camera superb but phone heats easily,Positive
Camera 5/5Display 4/5Battery 4/5Design 5/5Performance 5/5,Neutral
Nice ok raushan kumar rajMorning King   IFC,Positive
It is really a superb mobile.,Positive
Awesome picture captured.,Positive
Best !,Positive
Thank u so much Flipkart,Positive
"Excellent Camera, Powerful Battery, Ultra Level Performance.",Positive
Phone is osamCamera mind blowing,Neutral
"This review is after 2 months camera quality is good,better battery backup compare to Samsung S22 battery backup really love it",Positive
Thnq Flipkart,Neutral
Go for it...camera qualty is good,Positive
Got good one.,Positive
Nothing to say means iPhone is always iPhone not compared to any others phone,Neutral
Awesome G,Positive
Looking like a wow,Positive
This is the worst experience I got this time from Flipkart side.and this is not done. I am going to post all of the details in social media.because I am not getting good output from your side .,Negative
Awesome Blue  Decent Colour,Positive
So good,Positive
Love  iphone 13,Positive
Look like a pro  awesome performanceCamera  is good and premium Handling,Positive
FRONT CAMERA VERY POOR ANDROID HAVE GOOD CAMERA BETTER THEN IPHONES FRONT CAMERA  UNBETABLE PERFORMANCE,Positive
Phone is too good.only if we can get more discount it would be more value for money,Positive
"Splendid phone... Migrated from Android to iPhone... Initially read preferring Asus 9, then moto 30pro, then for Google pixel 7/pro.. finally fell into iPhone well, that's because of the quality and the service. There were lot of features missing than Android but iPhone has the basics right in place where you'll not even think that these features are not there... All you need to do is explore the phone and you'll get what you want... Few pros are1. Software updates2. Call quality3. Speake...READ MORE",Positive
Verry good,Positive
Perfect Mobile for this segment up to 60k,Positive
"I'm Very Happy With The Phone i.e. iPhone 13 128GB. After Using It For Several Days I Came To Realize That It Is Exactly What I Looking For. Thank You So Much Flipkart For Selling These Products On Their Platform. My Rating For This iPhone,Camera 10 Out Of 10, Battery 8 Out Of 10, Design 9 Out Of 10, Screen 10 Out Of 10, Performance 10 Out Of 10.",Positive
"Best you can getNot value for money but yes you feel satisfactionPerformance is beyond expectations, camera is fantasticBattery life is okay okay type",Positive
My First i phone 13,Neutral
Best of this phone is camera and performance,Positive
"It's amazing,  liked it.Battery backup is quit good, screen display is great, camera is just  wow. Speaker and audio is too good. Really loved this phone.",Positive
"One Of the best Device; at this price Range performance, camera  and battery Backup is just WoW if you are a PUBG Lover then just Go for it No Lag No frame drops .. U can play upto 4 to 4.5 hours continuously nonstop when device is fully charged i love this",Positive
It has been 2 weeks now. Quite happy with my decision to upgrade to Iphone 13 256 GB. Quality wise nothing compares.,Positive
previous phone j2 2016 after buy this phone everything sorted now,Neutral
Finally got my first iphone.... Iphone 13......Camera is amazing..no doubt...i do not require cinematic mode so no complains...the ios experience is solid...worth spending 57k in the Sale..!! cheers....,Positive
Awesome as always,Positive
Such an amazing phone I got. Thanku Flipkart for delivering me the box of happiness.,Positive
Great one. Within 2 days i was comfortable switching from android.,Positive
Camera battery performance is good.,Positive
Flipkart pls . Improve d box packaging quality .mobile is awesome,Positive
"Unbelievable 1 Day delivery by flipkart, I got this iphone 13 on BBD. Outstanding performance and camera, battery, etc. are great feature loaded iphone.",Positive
Best mobile under 50k,Positive
"Camera stopped working from 3rd day , not acceptable by Apple and Flipkart , you cannot sale such products in the name of offering discounts",Negative
So nice Product,Positive
thanks flipkart my new i phone 13 with only 50000thanks a lot,Positive
"iPhone really good ,camera quality Also good , battery performance good trustable product I got a original iPhone 13",Positive
Camera is,Neutral
Amazing big billion deal is,Positive
Superb performance,Positive
"Willing to buy a other brand smartphones at this price point, then just drop that idea and go for this smartphone. You will love it",Positive
Nothing to say it's a Awesome Product,Positive
"Worth a buy iPhone 13. Amazingly fast Bionic A15 Chipset, screen resolutions are great. Go for it blindly.",Positive
Loved it !,Positive
The best phone ever. Switch from Android to IOS after 8 years. So feels good.,Positive
"Awesome experience,  loved it .Good service by Flipkart.",Positive
Color is different as in display on flipcart.. actually it's awesome in real.,Positive
Nothing much to expect. Solid Apple product. Not the best camera to take pictures. But one of the best..,Positive
Overall great experience with the phoneI purchase black colour but its not truly black its a bit dark navy blue and looks so good,Positive
Good Performance and very good battery life,Positive
"I ordered this Iphone 13 from flipkart on big billions day.One of the best phone I have ever used.Amazing camera,amazing sound quality,amazing video and screen quality.Good built quality.Overall a good phone.At last Iphone.It is successfully delivered by Ekart logistic.Thanks flipkart for delivering my Iphone.",Positive
"Nice product , ordered in big billion days",Positive
The phone is ultimate,Neutral
When bought in discount. It is worth it. Performance and battery does beats to any other android phones. Including android flagship.,Positive
What a iphone sir ji truly amazing with great features,Positive
I love this  phone,Positive
"Sleek model, beautiful colour, value for money.",Positive
"I was bit confused before buying but after 10 day of use, i am totally satisfied with the camera , design and performance. Overall performance is quite great no other phone in this price segment can match it.",Positive
Authentic buy from Flipkart,Neutral
Buy it !,Neutral
Great product..,Positive
I received my phone before the due date and I’m very happy about it. Just loved it. Thankyou Flipkart,Positive
Great product and fast delivery from Flipkart.I’m facing some touch issues intermittently near edges. Otherwise the phone is awesome. Hopefully Apple may fix the touch issue next update.,Positive
"Switched from android to IOS. My first Iphone Just had no words, what a beauty.Great display, battery, cameras, usability, ease of access & a whole lot more",Positive
"Amazing, super, and suitable.",Positive
This is lit,Neutral
Super.,Positive
Buttery smooth. Amazing performance,Positive
Its really awesome I love it,Positive
"This device offers excellent features, however, it is not recommended for purchase due to the reduction in camera quality and battery life. Despite these drawbacks, the build quality is robust and superior to the latest iPhone model.",Positive
"Design feels premium, I have upgraded from iphone xr to 13 and I must say the performance is phenomenal. The camera is just amazing but the battery still felt a bit on lower side. Apart from this everything is perfect.",Positive
Best product but Flipkart delivery process is very bad.,Negative
I loved it ..My dream phone..Tnx u Flipkart,Positive
Camera is best a phone company can provide. I got this phone during big billion days sale. This is one of the best purchase I ever had.,Positive
"Genuine product received from Flipkart. However, couldn't get at the price promised under the Big Billion Day sale.",Positive
Got it for the amazing deal on Big Billion DaysProduct wise its original and new got it just 2 days and package was good. It has OBD option so i have checked it before accepting the order.Phone wiseDisplay is super good like amoled it may be 60hz but never feels like it super smooth and crisp quality display supports 4k.Camera i haven't tested it out yet but for few pics its actually really good.Battery at first it seems like a huge backup but after regular usage its okay can use ful...READ MORE,Positive
"Should have been little longer for better in hand feel , my previous 7plus is more comfortable to hold than this",Positive
I love this product,Positive
My first iPhone. So it’ll be slightly biased.Feels pretty fluid to use.Receives excellent coverage even when other phones tumble a bit.Excellent voice quality over callsBattery life could be a bummer for heavy usersPlays smoothly with whatever you throw at itPretty happy with the purchaseThe display is nice. Would have been great if they have the 120hz display. Not that I’m able to notice it but people used to those might notice a difference,Positive
"Smooth and fast, easy to hold and efficient battery work",Positive
"It’s my first iPhone and I am very much eager to get it on hand. First impression ya it’s great phone by look.Good weight balance,great optimised chip ,and good battery back up.and now the things I am not impress with the price point is it’s display,ya it’s display is good but not up to the mark for the price.and camera samples not even comparable with Samsung A SERIES…I am also using Samsung A 52.",Positive
Elegant piece.,Positive
"I've never left a review before, but I couldn't resist sharing my experience with Flipkart for the purchase of two iPhone 13 Midnight 128GB units. The whole process was outstanding. Flipkart delivered them incredibly fast, and the price I got them for was unmatched. The delivery person was courteous and helpful, and Flipkart's open-box delivery service was a great touch. Kudos to Flipkart! The Big Billion Day sale is truly fantastic.",Positive
If you want camera and performance buy it but if you want battery long lasting then change your choice,Positive
Very user friendly phone . Camera is a very goodi like colour Green,Positive
Everything ok but battery not satisfied,Negative
Very very Good phone and starlight colour is very good colour  im very happy,Positive
It’s feeling a genuine product after 2 months of use,Positive
"As usual Battery drain fast when net is on. Some glitch in software , but will resolve shortly in next updateHope so.",Positive
Very nyc,Neutral
MarvellousSwitched from android to IOSEverything works like butter,Positive
It's a powerful machine,Positive
Nothing with the phone but the way Flipkart delivered it and booking this phone was quite hectic. Lots of error while placing an order in an offer period even with the card payment. Disappointed a lot of time wasted.,Negative
"very good upgrade from 10 or below that, not worth upgrading from 11 onwards.",Positive
"The migration from android to IOS is so painful.First the phone: A solid one, boxy and feels good in hand. Excellent display, camera is good, battery …amazing. For some reason I see that my mobile signal is weak, this was not the case with my android phone.Second the IOS: I didn’t find it amusing. From a customisation perspective it is probable 5 years behind android. There are certain simple things are missing, it’s a long list. But from a RAM and battery management, it is outstanding. F...READ MORE",Positive
Jest love it,Positive
Best camera performance….,Positive
I buy this iPhone last 2 weeks.From my experience this iPhone is very good performer as like battery life display processor and fast charging etc.battery work longer time.from my experience full paisa wasool.Thanks FLIPKART and thanks APPLE specially.I love so much,Positive
Excellent camara Quality,Positive
Not bad but too much money wasted on this,Negative
Awesome phone with great performance.,Positive
"It's a good mobile but not comparable with samsung s23 as I am using samsung s23 also I felt it's not worth for 53k , I personally felt samsung s23  built quality, camera resolution, display screen, user experience is far better than iphone 13",Positive
Battery performance has improved a lot.,Positive
"Unbelievable the performance Really Fantastic,I'm fully enjoying with it. Battery back up mind blowing... overall OSM",Positive
"Excellent phone, only battery backup low.",Positive
Best in class,Positive
item was perfect when it was delivered..........!,Positive
Camera is average rest all fine.,Positive
Good battery life and performance,Positive
Good phone..,Positive
No doubt a great product.,Positive
Osaam purchase. Can't wait for BBD purchased at High price but fully satisfied with it. #first iPhone,Positive
iPhone users only i like it,Positive
my favourite iPhone 13,Neutral
Very good quality phone but  heating problem in phone,Negative
iPhone 13 stands out among all the iphones because of it's minimalist design and handy size.  It's a power package,Neutral
apple is apple,Neutral
"You don't have anything to complaint when you get an iPhone in Big Billion Days Sale price.Rest it's an iPhone, was meant to be great.",Positive
Perfect  in hand and size ! Go for it if u are looking for the best camera and processor. Worth every penny,Positive
Awesome phoneGood delivery from flipkartIam really satisfied,Positive
Nightmode shots are quite good.,Positive
Awesome powerful phone. Really loved it,Positive
"The phone is very good, battery backup also good",Positive
Great phone.,Positive
I phone 13 is my favourite model I am so happy,Positive
"Thank you Flipkart and Seller for this product, purchased on BBD sale.",Positive
Awesome experienceSwitched from android to IPhone .,Positive
Worth fr money very good mobile,Positive
Delivery very fast and on time deliveryI am satisfied thank you flipkart,Positive
Nice product I am happy,Positive
It's a beautiful phone really awesome,Positive
"The product was exactly as described, well-packaged and arrived on time.",Neutral
Beast productI gave 10 /10 ratingAmong all iphone this best oneIphone 13 best productValue for money,Positive
Nic product,Neutral
Good and budget friendly,Positive
Best iPhone to buy in 2025 if you have low budgetTrust me once,Positive
Nice product. Battery backup is really good,Positive
Just amezing love it,Positive
Switched to apple and no regrets,Positive
1st iPhone product I used in my life and it sun my heart . But because of it no one give me borrowed money.It gives you perfect way of experience of smart phone in real way.,Positive
Awesome phone. Camera slight better than iphone 12.,Positive
"Camera feels handicapped when compared to the pro versions , lot of bugs after updating to 16.1, apart from these , it still delivers the classic Apple experience",Neutral
Review after using 4 months1. Battery is very powerful.2. Camera is exceptionally excellent.3. Smooth User Interface.4.  Fast Performance.5. No heating issues.,Negative
"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy",Positive
I loved it but battery,Positive
Nice Phone as expected,Positive
Worth buying,Positive
Goood,Neutral
In a single word brilliant.,Positive
"Everything is good , but build quality is very poor .",Negative
Outstanding,Positive
I phone 13 is fantastic in starting range of new iPhones.Loved it.,Positive
The best phone.....Must buy....,Positive
A very good product in this price,Positive
Awesome phones!!,Positive
Just go with this classy,Positive
The phone is just awesome. Everything works smoothly. The cameras are very good.,Positive
"Awsme performance, best in Camera , Battery  ok.. Excellent Video recording",Positive
Best and beast,Positive
Good camera quality good phone,Positive
Valuable in the every manner.  Love this phone,Positive
Must buy guys,Neutral
Mini was the most appropriately sized phone ever after soo long. Still rocking it after almost 2 years of purchase with 87% of battery health left. Never had any issues with the device. I always get a number of compliments in public when they see the such a handy device. The battery lasts as long as the regular iPhone 12. I wish apple releases another similarly sized devices in the future.,Positive
Performance is great .. authentic original I phone piece,Positive
"It's an iPhone, that says it all.",Neutral
Camera Superb,Positive
Loved it!!,Positive
Best performanceBest cameraBest displayGood battery,Positive
Thanku Flipkart .. my first' I phone .. good phone  camera .,Positive
Good and nice product.,Positive
Very nice Camera quality  to  numbers Supar features performance,Positive
Awesome photographyExcellent phoneHandy phoneAwesome cameraAnd cinematography to pucho hi mat best quality,Positive
Amazing product. The pictures quality of camera is very clear. But Flipkart delivery service is so dirty. All delivery agents are totally unprofessional.,Negative
Nice product is awesome,Positive
First iPhone Awesome phone switched from android after a long time enjoying it,Positive
Awesome  finally I phone,Positive
Awesome phone :),Positive
I love iPhones,Positive
Very good Product,Positive
"I'll be honest with you guys, if you're coming from an android phone with a 5000mAh battery or above, obviously the iPhone battery is gonna suck.... tone down your expectations of the battery life and you'd be amazed at how smooth, responsive and powerful this phone is... I'm getting a SOT of 7-8 hrs with medium use... web browsing, tons of YouTube, maybe like 15 mins of using the camera, editing photos. Other than the battery life which by android standards is above average ( I have no probl...READ MORE",Positive
Great experience to again switch to IOS.,Positive
"Camera is awesome. The camera system on the iPhone 13 is a game-changer, particularly the advancements in low-light photography. Night mode and Deep Fusion work harmoniously to capture stunning details, even in challenging lighting conditions. The Cinematic mode introduces a new dimension to video recording, allowing for professional-looking depth-of-field effects.Battery life is good easily lasts for a day.As someone who values quality and innovation, I can confidently say that the iPhon...READ MORE",Positive
"Wonderful product, thank you Flipkart",Positive
"I have been using it for 6month and the battery quality is pretty good. Also, I verified the phone from the apple website and it's authentic.",Positive
Goods Received in sealed pack,Neutral
Very fast and responsive to manipulate. I ve been a premium mobile user for 7 years now but this phone is a bar ahead from all the mobiles.,Positive
Display is not very good. Overall a good phone,Positive
Got this during the recent Flipkart sale. Received the product on time. I cross-checked all the required details and the phone checks all the boxes!,Neutral
"A perfectly balanced smartphone for all the daily functionalities. Moreover, BBD price was a steal deal",Positive
Awesome just go for it man.,Positive
hitting issue,Neutral
Thanks flipkart for the product and good offerAs proven this phone is the best,Positive
Best iphone 13Awesome My first iphone,Positive
Everything is just perfect,Positive
Great phone overall. Awesome. Highly recommended  Jai shri ram,Positive
excellent product i really love my iphone 13,Positive
Very good iPhone.Switched from Android.Writing reviews after 5 months.,Positive
love it,Positive
I like this,Positive
So satisfied,Positive
So amazing,Positive
"Battery, stuck massage, stuck phone callMore features are facing issue, so please do not use for other time",Neutral
"Unbelievable battery backup, night camera is not as expected, very good performance, very handy, whomever going to buy this keep some extra 4k - 5k to buy protection to camera lens, screen glass, case, and and charging adapter. Go for 20w charging adapter for fast charging.",Positive
Shandar mobile,Neutral
Camera quality is Awesome. Running smooth and unique interface. Loved it #Apple,Positive
Camera performance is good and battery also,Positive
Android to iPhone immersive experience but battery doesn't last long enough lk android other than that it's wonderfully,Positive
After 7 month use battery is going to die. I have to charge 3 times in the day,Negative
Shifted from Android to iOS. Excellent phone!,Positive
Nice product. Photo good quality,Positive
iPhone 13 is good but size is small then iPhone 11,Positive
"As expected from , nothing to say, it's outstanding in every aspect just one con which is a trademark for  also : low battery, that's it. It's in hand feel is fabulous size is perfect everything is great.",Positive
Exlent,Neutral
Good and nice quality product to buy.,Positive
Finally battery is strong camera is end,Positive
Nice product  my first iPhone like delivery fast thank you Flipkart,Positive
all i can say its good..,Positive
Nice phone. Good performance.,Positive
Overall awesome phone but still cannot beat androids performance,Positive
After 3-4 days its feels like burden because its not that good like Android..  in this price range u can buy better Android,Negative
exclent,Neutral
Very good phone in the price range of 60k.camera quality is just osm. Performance is also very good . Just for this apple device.,Positive
Excellent phone bt box old,Positive
Goid,Neutral
Happy with the price i got this for.,Positive
Shifted from Android to IOS and happy with the performance of Apple great Pitures great selfies,Positive
Not good  to much heat when charging,Negative
Showing alot of heating effect on charging,Neutral
"Camera is outstanding,but only problem is slow charging and battery drain otherwise good product.",Positive
"This is my first iPhone, inbuilt app, phone quality, Face ID works perfectly, camera performance is awesome, battery for my usage is perfect. After buying fell proud to be part of apple family n do not regret spending money buying such a powerful product. Love it",Positive
This starlight white is very good and attractive colour. Battery backup is also gud,Positive
Excellent  good,Positive
Very Nice,Positive
First iphone of my life and i must say seamless experience,Neutral
Its next level.,Neutral
"Moved from Android to IOS after 15 years,it seems like a one of the best Iphone.",Positive
Camera good but only issue with phone is battery its just 5 and half hour,Positive
I phone is just Love.,Positive
genuine product.,Neutral
You look at better.sure buying this phone.This is the value worth phone.,Positive
Awesome experience . I have shifted from Android to iPhone and enjoying this device,Positive
Camera performance is next level,Neutral
Superb Quality...,Positive
Its a good product.,Positive
"Awesome as expected. Whether its camera or display or sound quality, the phone is perfect.",Positive
Powerful Smartphone,Positive
Nice phone first time iPhone user.....,Positive
Worth wait,Positive
"Excellent performance of iPhone 13.Display is extremely crisp. Touch screen is grater smooth.Cinematic video is new feature as I Upgraded from iPhone11.All functions work excellent for using phone for business activities- it is a heavy duty phone.Phone got heated a bit while charging first time, but it was for first time only, afterwards phone behaved normal.Phone is very sleek and really slippery- use of case cover is highly recommended",Positive
"It is an impressive piece of technology that has truly raised the bar for smartphones. One of the standout features of the iPhone 13 is its stunning display, which offers crisp, clear visuals that make everything from streaming movies to scrolling through social media a joy.The performance of the iPhone 13 is also top-notch, with the latest A15 Bionic chip powering the device to lightning-fast speeds. The battery life on the iPhone 13 is also excellent, with the device able to last all day ...READ MORE",Positive
One of the Best iPhone purchase from flipkart,Positive
Open delivery.  Good Product.,Positive
Very nice phone iphone13 128gb,Positive
What to say when you are using Iphone.. it is like Gem in Hand,Positive
I have upgraded from iPhone 6s to 13 . Awesome Experience,Positive
"Amazing mobile of course, but fast delivery done by Flipkart. Ordered on 24Dec 1AM and received it 25 Dec 11 AM. Thank you Flipkart. Genuine product",Positive
Awesome experience while using this phone . No doubt it has one of the best camera,Positive
"After using it, I found that it is a awesome phone.",Positive
Everything is perfect about this phone...just go for it.,Positive
"Switching from Android to Apple has proved to be the best decision for me. iPhones are on a different level than other phones. Also, I was skeptical initially about buying this from Flipkart, but now after using the phone for 3 months, rest assured the phone is very much genuine and working perfectly.",Positive
Using since 3 months. Battery management and camera is best.Feels great to shift from androind to iOS world.  No bugs and clean User interface.,Positive
"When in sun the Black changes to kinda dark Blueish and when in shade its black again ,Perfect as all things should be.",Positive
This is my first iPhone super mobile and like this mobile,Positive
"Product is good ,camera is not as good as expected",Positive
Awesome phone battery backup is good and photos clicked by camera is terrible,Positive
Best buy under this segment,Positive
Everything about this phone is quite impressive. Good one.,Positive
Everything is great . I have a pixel too. And i think pixel is 10% more better in photography. And iphone is 60% more better in videography. It works like a charm and bettary is optimised greatly. Photo processing can be optimized a little more i think. Over all worth every oenny spent.,Positive
Verything is good,Positive
Nice phone but no need to spend so much on it go for any other brand and save money,Positive
Good vari good,Positive
Mobile is nice but have to change their designs in upcoming smart phones,Positive
Power packed performance with amazing cameras but file transfer still a pain.,Negative
A truely amazing phone,Positive
"I am totally impressed with this device, camera quality is excellent, and the battery is also great",Positive
"My first Iphone ,Nice performance and feeling good in inhand feeling",Positive
better than expected,Positive
Good qulity phone. Improve night camera,Positive
Brilliant camera,Positive
"best product, got it in bb sell with good price",Positive
Nice work,Positive
Amazing experience with iphone 13,Positive
Best value of moneyCamera 5*Battery 4*Overall to goodBest value of money,Positive
Phenomenal productBattery from previous generations improve extra 3 hoursCamera phenomenal,Positive
Blue Colour is soo dirty,Negative
"This is definitely a super premium phone under 60k segment, built quality is superb. Camera sensors are big whichever captures more light and this is always good for photography. Battery backup is really good.",Positive
"Bought it from big billion sale and it's really worth the money, even though many flagships are available in this price range but when it comes to the camera I'm sure no phone can beat apple",Positive
Back camera is awesome but front camera works great in day light only. Battery is superb.,Positive
Apple not need any review its best in class,Positive
Awesome powerful device,Positive
"I was using android oppo F9 Pro then i shifted to apple iphone 13 its quite hard for me to setup and know the whole device features but believe me the camera,the display,the design and the built quality is the best. Its totally worth to buy it. Thank you Flipkart.",Positive
"Love the phone, here are some night and day light samples.Camera and performance is too good. Love the video performance a lot, its fynamic range is awesome.",Positive
I got this phone in pretty much good deal and I am loving this.. everything is just good.,Positive
Excellent phone in this price range,Positive
Mind-blowing purchase super fast phone,Positive
Camera quality fantasticI love this phone,Positive
Apart from Battery everything is great,Positive
Just awesome!,Positive
Wonderful alhamdulillah,Positive
